Id|meetup_id|name|member_count|join_mode|description|created|categories
214|18535038|Stefano Argentine Tango|993|open|Experience the original Argentine Tango dance one of the most elegant dance ever Every Monday in Kennedy s PUB 31 Westland Row Dublin 2 from 19 30 to 11 No experience required no partner required Try something new and enjoy a friendly and fun atmosphere Beginner class start at 8 30PM Intermediate Advanced class start at 7 30PM Pratica from 9 30 up to 11 00 PM My FB page is My web site is www mytangoforyou com Contact Dublin Tango School at TangoDublinSchool gmail com|2015-04-06|['Dancing']
215|11570052|Mindfulness Meditation Dublin - Practising Buddhist Ethics|74|open|Welcome to our Mindfulness Meetup We are currently accepting re enrolments so that all our members will have newly signed up to our group taking into consideration the requirements of the General Data Protection Regulation GDPR EU 2016 679 which is a regulation in EU law on data protection and privacy for all individuals within the European Union The regulation comes into effect on the 25th May 2018 We take inspiration from inspiring Buddhist teachers such as Thich Nhat Hahn the Dalai Lama Jack Kornfield Gill Fronsdal and others We are also open to mindfulness ideas arising from other sources both new and old The world is facing unprecedented challenges environmental economic social and moral and to successfully rise to meet these challenges we must draw on the wisdom of the East and the West of the ancient and the modern The same challenges that imperil our very existence may help us unite in ways never before witnessed in human history B Alan Wallace The purpose of this group is to provide support and community for the many people expressing an interest in mindfulness with a view to bringing Buddhist ethics into everyday life We meet for Mindfulness Practice in the Lantern Centre 15 Synge Street Dublin 8 on the THIRD Tuesday of each month Members aim to arrive and at 7 15pm so that we can be ready for a mindful 7 30pm start There is no charge for these evenings but we suggest a donation of 5 if you can afford it to cover the fact that we are allowed to have these sessions in the welcoming surrounding of the Lantern Centre I hope you get some benefit by being part of this group Welcome along Tony|2013-12-26|['Health & Wellbeing', 'Support']
216|29495643|Dublin E-Business Owners Meetup|49|open|Hello and welcome If you ended up here you are interested to learn more about Shopify and how it works We hold weekly meetups where we discuss any tips and tricks that can help you achieve the conversion and close the sale or help to pick the right product|2018-08-11|['Career & Business']
217|1627895|HEALING MEDITATION & YOGA-DANCE|3912|open|Step into a heart centered circle for inspiring meditations authentic sharing gentle healing and uplifting yoga that flows with world music into free interactive and playful dance NO EXPERIENCE REQUIRED TEACHER Christine Danielle Vierling was certified to teach SynergyYoga Dance in 1996 by founder Charmaine Lee in conjunction with The American Polarity Therapy Association for holistic energy healing She has been sharing her passion for meditation yoga dance in Dublin for the past 25 years and witnessed the joys it brings www synergydance com www polaritytherapyireland com|2010-04-09|['Health & Wellbeing', 'Support']
218|17619122|Awesome Daytrips|7435|open|Ever wanted to get out of the city and do something awesome for the day Well here is the place for you Just jump on the our bus and we will bring you and a group of equally fun loving people to exciting events and activities all across the country Whether you are into surfing biking zipping climbing or just want to have the craic and meet new people come and join the Awesome Daytrippers|2014-10-14|['Cars & Motorcycles', 'Outdoors & Adventure']
219|27348044|VueJs Dublin|159|open|Hello VueJS Dublin Firstly a big thank you to everyone for signing up to VueJS Dublin meetups I m hoping we can have our first meet up in the next few weeks with that in mind As this is a community would anyone like to help out in organising VueJS Dublin meetups Would anyone like to give a talk on something VueJS related Does anyone have suggestions for places to hold our meetups Feel free to start a discussion here message me here or email me at qhussain at aveclabs com Thanks|2018-02-01|['Tech']
220|25077095|DreamTeam Group Dublin|250|open|This is a group for everyone that has dreams goals or ambitions that they are looking to accomplish It could be anything from finding the right partner in life to finish writing a book or getting a promotion at work Anything you want is ok and the group will be about inspiring eachother supporting and helping eachothers dreams come true We will get together and share what we want in our lives and together we will find solutions for eachother problems It s basically going to be an inspirational problem solver group It was inspired from watching this Tedx Talk|2017-07-21|['Health & Wellbeing', 'Support']
221|14305542|Dublin Dodgeball|1539|open|Dodge duck dip dive and dodge This is a group for anyone wanting to channel their inner Patches O Houlihan and practice the 5 Ds while having a laugh and making some new friends In the Dublin Dodgeball club the emphasis is as much on having a laugh as it is on sports This is the perfect time to join as we have tournaments trampoline leagues weekends away and festival events coming up over the summer months|2014-05-06|['Fitness', 'Sports & Recreation']
222|2407892|Are you ready to rock in Dublin Meetup|806|open|This group is for people 25 who are into metal rock gothic blues alternative types of rock music We aim to meetup for social drinks and go to gigs This will be a place to make and meet new friends Are you ready to rock Click on this link to find out more about are meetup group Join our meetup facebook page Follow us on twitter|2011-08-29|['Music']
223|4969712|Astrology Ireland|334|approval|Canadian Astrologer Nadiya Shah Welcome to Astrology Ireland This is a warm and friendly group for anyone who is interested in Astrology We offer monthly meetings and presentations by local and international visiting astrologers Everyone is always very welcome whether you are new to astrology or an experienced practicing professional Although my background is in Psychological Astrology the group is made up of and warmly welcomes individuals from all astrological backgrounds and interests as well as anyone who is not an astrologer Over the past year we have had the great pleasure of welcoming Sheri Horn Hasan from NY Nadiya Shah from Canada Kelsey Avalon from Australia and of course the wonderful Christeen Skinner who visits us yearly from the UK For some of our meetings we just gather and chat about the effects of the current transits on our chart Suggestions of topics and speakers that you d like to hear are always welcome We ask you to please make sure that you include a photo of yourself to join the group if your meetup profile does not have a photo this is for security reasons A selfie is fine and you can send it to my email address graymgt gmail com if you don t want it to be public Recently I am delighted to have been joined in running Astrology Ireland by Hilary Peoples and Sean O Broin Hilary will be teaching new Introductory Classes in September 2018 and John will be managing all our marketing and advertising Hilary is a very experienced professional astrologer who sees clients on a daily basis and John is currently studying for his diploma in Astrology Kim McKayed is also part of the team when he is not busy travelling around the world We all look forward to meeting you at the next meetup group Margaret Gray www astrologypsychological com www relationshipsandastrology com Te 085 8144135|2012-09-17|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
224|23808729|Pioneer Languages|856|open|Conversaci n y lecciones en ingl s Conversation and lessons in Spanish PRICE 5 PRECIO 5 Every Tuesday 8pm 10pm in BAR RUA upstairs on Clarendon Street Dublin 2 YOU MUST REGISTER HERE TIENES QUE REGISTRARTE AQUI If you have good conversational ability in either Spanish or English no need to be expert please come to our special language exchange We provide instruction grammar in both languages in addition to conversation If you can hold a conversation in English and want to learn Spanish come along Si puedes hablar espa ol muy bien y quieres aprender ingl s venga If you can speak both languages all the better come to improve your linguistic skills|2017-05-16|['Language & Ethnic Identity']
225|28184993|Dublin Scrum Meetup|74|open|Anyone interested in learning and sharing their experiences in scrum Aspiring Scrummaster Product Owners and Team Members Our goal is to provide a place for Scrum Practitioners to learn grow and flourish in applying Scrum in the world of work Whether you re in IT Marketing Sales etc Scrum is a framework that can be used to deliver just about any kind of complex work We re a relaxed bunch and strive to create an environment of safety where you can bring your real world struggles and questions and collaborate with other like minded Scrum Practitioners who are genuinely interested in helping each other succeed with Scrum Please feel free to reach out if you have any questions need a sounding board or just need some advice If you d like to volunteer help coordinate present at an upcoming event etc please let us know|2018-04-16|['Tech']
226|11330322|Fun And Socialising In Dublin|4069|open|Would you like to make more friends and have some fun After organizing many successful events for the comedy meetup group I have decided to start my own meetup group Some events will just be for fun some will just be for socializing and some will be both social and fun This group is for married people single people new in town and people who have been in the area for a while and are simply looking for a new group to go out with Membership is free and you only have to be friendly and fun to join|2013-12-03|['Socializing']
227|20675700|Kizomba in Dublin|812|open|This group is dedicated to people who love Kizomba and want to dance more of it in Dublin Kizomba history Kizomba is a dance that came from Africa The word Kizomba is from Angola and means Party Kizomba appeared in 1980 s and nowadays is spreading all over the world source|2016-10-10|['Dancing']
228|29167721|Let's Hike with John (and watch Rugby)|174|approval|A weekly Sunday afternoon Hiking group using the trails and mountains around Dublin and Wicklow There will be hikes for everyone from flat walks to full grade 5 mountain hikes using my unique local knowledge Members will need to be reasonably fit but my motto is It s not a race We are here to meet new people and welcome old friends I will arrange lunch in local pubs where available or we will bring a packed lunch for a picnic al fresco I will try to arrange walks so that they are accessible by public transport Some walks will start at a Dart station or will be on a bus route I will advise if public transport options are available to the meeting point if not car pooling is encouraged Weekend away hikes will be arranged in the future at destinations around Ireland I also plan to organise meetups to watch the Irish Rugby team in a Dublin city centre pub I am a Leinster season ticket holder and I love the Autumn Internationals and the 6 Nations rugby s greatest championship|2018-07-08|['Cars & Motorcycles', 'Outdoors & Adventure']
229|27951145|Terenure Book Club|116|open|This is a group for anyone who wants to expand and explore the world of good books We will read a book chosen from the members and then gather monthly over drinks and nibbles to discuss and share insights A great way to meet your neighbours or someone new or from afar Relaxed and informative atmosphere WHERE Brady s Pub Terenure WHEN 1st Tuesday monthly 7 45pm Everyone welcome|2018-03-26|['Book Clubs']
230|26125825|D08 LGBT|481|open|Calling all queers in Dublin 8 Let s meet for a drink and a chat somewhere local Maybe we can make this a monthly event and try different venues PS You don t really have to live in D08 to come along|2017-10-02|['LGBT']
231|19733942|Feminist Book Club in Dublin|1115|open|This group is for feminists who want to read fiction and non fiction books about related to feminism We ll try and read as widely and inclusively as possible and not just books written by white Western women Meet once a month New books will be suggested by the group so you will always have a chance to suggest your favorite book to others Check our ever growing list of books we re interested in This group is a spin off to the Feminists in Dublin discussion group and managed by the same people You don t need to be a member of both but if you enjoy the book club we recommend you check out the twice monthly discussion meetups|2016-03-20|['Book Clubs']
232|17980162|Royal Canal Clean-Up Group|803|open|This is a fun and social group dedicated to cleaning up the Royal Canal The Royal Canal Way and towpath is a great public amenity in Dublin City and we want to make it even better Our aim is to get a group of concerned citizens together to come out and tidy up the space once a month the second Saturday of every month The clean up was initiated by Dublin City North Volunteer Centre in collaboration with a committee of volunteers Thank you to Dublin City Council Fingal County Council Waterways Ireland and Inland Waterways Association of Ireland for their support For more information please email info royalcanalcleanup com|2014-10-31|['Cars & Motorcycles', 'Outdoors & Adventure']
233|28045853|Writers' Get Together|376|open|Writing is a very solitary endeavour and can be quite isolated Take this opportunity to meet fellow practitioners hopefully gaining some advice along the way having a bit of a moan over a drink|2018-04-04|['Writing']
234|27132920|6 aside Football game - Dublin City|176|open|This a group for 6 a side football games Guys and Girls welcome whether you are local or new to Dublin city come along for a game|2018-01-12|['Fitness', 'Sports & Recreation']
235|27285067|Paint by the Pints|252|open|We are hosting Paint Nights in different local pubs throughout Dublin as a social event Even if you haven t picked up a paint brush since primary school this event is for you No experience required just for the craic paint night and you get to take home your masterpiece All materials will be supplied|2018-01-26|['Arts & Culture']
236|8299632|DUBLIN OUTDOOR BOOTCAMP|1203|open|This is a great value outdoor fitness meetup based at Phoenix Park It costs only 7 per session and it s pay as you go so no sneaky contracts It doesn t matter if you haven t exercised in years or whether you are a gym addict my workouts will get results and last about 50 mins Some people have scary preconceptions about outdoor exercise groups so to settle your fears I don t shout in your face or intimidate our members are all shapes sizes and fitness levels it s a friendly fun atmosphere not a competition Group exercise in the outdoors has a variety of benefits you get much more oxygen outdoors than you would in a gym so you can work your muscles for longer and thus burn more fat Another big benefit is motivation most of us need that extra push and even if you have the best gym membership it is very unlikely you will push yourself hard enough on your own doing it in a group of people gives you a huge psychological advantage I am a fully certified Personal Trainer and it s my aim to give people the inspiration and motivation to get fit by making the workouts fun and better than you would achieve in a gym Please share my site on social media to get your friends involved you will feel more motivated if you know they are doing it with you br All you need is a desire to get fit loose clothing water and a pair of runners Join our group and become a bootcamper this time next year you will wish you had started today|2013-05-01|['Fitness', 'Sports & Recreation']
237|24608343|Osho Ireland|212|open|Do you struggle to sit in silence whilst meditating Would you like to try a meditation that uses the body first through dance shaking or other techniques before falling into an easier silence Do you enjoy or like me love OSHO Active Meditations If YES then join Osho Ireland Osho Ireland shares OSHO Dynamic meditation every second Saturday as well as one day and in depth weekend programmes OSHO Active meditations from time to time All of the OSHO Active meditations are shared according to the instructions in Meditation The First and Last Freedom and they are set to music that was specifically created for the meditations We are an OSHO Information Centre and listed on the OSHO International Foundation website at www osho com All the facilitators are certified OSHO Active Meditation facilitators from the OSHO International Foundation These meditations are ideal for beginners and seasoned mediators alike who want to experience the beauty and celebration of life through meditation along with a deeper connection to yourself We look forward to sharing these transformative meditations with you Love Anand Shunyatta You can visit www osho com to learn more about Osho and the OSHO Active meditations This is the official OSHO website You can buy books CDs or find out more about the meditation centre in Pune if you would like a deeper experience of the meditations Osho books and the more popular meditations on CD can be purchased via ww osho com shop or locally in Dervish bookshop on Aungier street Dublin 2 OSHO is a registered trademark of Osho International Foundation used with permission www osho com trademarks Some material used here images and text excerpts is Copyright OSHO International Foundation www osho com copyright|2017-06-23|['Health & Wellbeing', 'Support']
238|29661183|The Travel Club|205|open|Calling all travel lovers Are you new in Dublin Learning English here or studying Are you single or looking to make new friends Join the travel club where we you can join together with people to take on amazing adventures in Dublin city in Ireland and beyond We want to encourage a community of young people to explore new opportunities and capture exciting memories|2018-08-29|['Cars & Motorcycles', 'Outdoors & Adventure']
239|20625685|BAL FOLK DUBLIN|549|open|Never miss a chance to dance Follow Bal Folk Dublin for folk dancing events No previous experience required Two left feet are more than welcome too Meet new people and learn to dance Bal Folk is an international movement started in France in 1970 s based on traditional music and dancing We meet almost every Sunday around 5pm usually in the Cobblestone Hope to see you there Please check our Facebook page Ten reasons to participate 1 Dance keeps both the body and the brain active vital for people of every age 2 Dance offers a way to improve strength and flexibility which helps keeps muscles and joints healthy 3 Choosing to start a new hobby can help you meet new people and make friends with people who have similar interests 4 Dance helps you learn about your body improving your posture and balance 5 Taking time out in the day to partake in a hobby can help to reduce stress levels 6 Dance can offer insight into other cultures either through the dance style itself or meeting new people 7 Dance can led to new career opportunities or help build vital communications skills needed in every profession 8 Participating in dance can help increase your self esteem and confidence through mastering new skills 9 Dance offers a creative outlet for people to express their personalities in a safe environment 10 Dance is a fun way open up new possibilities keep healthy and enjoy yourself Enough So now dance|2016-10-06|['Dancing']
240|23740911|Code For Ireland|1024|open|Code for Ireland follows in the footsteps of Code For America which was founded in 2009 Like it Code for Ireland has attracted technologists to get involved in developing solutions in and with the Irish government and its communities Code for Ireland s Vision Improve society and the lives of people in Ireland using technology Code for Ireland s Mission Develop innovative and sustainable solutions to real world problems faced by communities across Ireland by fostering collaboration with civic minded individuals businesses and public sector organisations We focus on general categories of community and of public services This includes but is not limited to healthcare security safety education funding economic development democracy If you would like to propose a project please fill out the details on the Code for Ireland website codeforireland com contact page|2017-05-13|['Tech']
241|3562272|Dublin Coffee Shop Bible Studies|575|open|We are a group of people living in or around Dublin who like to chat drink coffee study the Bible and to do our best to discover and live out God s will for our lives We d love for you to join us|2012-03-28|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
242|28282836|The Dublin Movie Goers Club|302|open|A Film Group for movie lovers who like to go the Cinema mostly after 8pm Dramas Independent Arthouse and Foreign language Films with some Thrillers Documentaries Films with a story and not just action special effects Generally in City Centre Cinemas like The Light House Cineworld IFI Savoy but open to suggestions Mostly new releases with some older Films too Meet up before and or after Films to discuss them and meet like minded individuals|2018-04-25|['Movies & Film']
243|19255478|Everything Coaching - Find a Coach - Be a Coach Buddy|900|open|This group is all about helping you develop the best new you Every month we bring together great speakers network with fellow journeymen and find coach buddies to discover and learn new skills Our aim is to bring together the latest thinking and practises in self development be it psychology neuro science self branding self organisation self management health stress management Anything and everything that is up and coming in personal executive group business coaching and mentoring to help you and your team partner to be their best|2015-12-31|['Career & Business']
244|29752149|Random things to do in Dublin|127|open|The purpose is to organise random events in Dublin Examples are VR arcade tours bowling go karting etc Great way to meet friends and have fun|2018-09-09|['Socializing']
245|18511013|Tuesday Irish Dancing Class: Set Dancing, Sean Nos & Session|2586|open|Who We are a group of people who love to dance of all ages young and not so young singles and couples dancers and newcomers No experienced needed this group is for anyone who wants to join in everyone can learn to dance and we regularly prove this to people who started out saying they had two left feet Click here to join our mailing list What We meet up to learn Set Dancing Irish folk dance danced in groups of 8 and Sean N s Irish old style solo step dance While the steps movements and timing of the dances are explained and taught we don t take it too seriously the primary focus is on meeting up and enjoying the dance Why It s great fun and good exercise it s a lovely way to socalise and a very enjoyable alcohol free night out The dances we learn are danced at festivals throughout Ireland so when festival time comes around we are able to join in the festival fun rather than watching from the sidelines How It s very easy to join no need to book just turn up the cost is a total of 10 euro per class which includes both set dancing and Sean N s The group is very welcoming of new members the most common reaction of people who come along for the first time is this is really great fun I wish I d found out about it years ago Where When There are five classes a week in Dublin and you can switch between venues any time you like Tuesday evenings click here for Tuesday Evening Meetup Group 8pm 10pm Sean N s 7 30pm 8pm Our Lady s National School Clonskeagh St Columbanus Road Windy Arbour South Dublin Wednesday evenings click here for Wednesday Evening Meetup Group 8pm 10pm Sean N s 7 30pm 8pm Marino Institute of Education Charlemont Griffith Avenue Drumcondra Dublin City North Thursday mornings click here for Thursday Morning Meetup Group 11am 1pm Sean N s 10 30am 11am The Glenside Pub Landscape Road Churchtown South Dublin Thursday evenings click here for Thursday Evening Meetup Group 8pm 10pm Sean N s 7 30pm 8pm Marino Institute of Education Charlemont Griffith Avenue Drumcondra Dublin City North For up to date details of all venues visit www ceili ie Most people pick one day that suits them and stick with that venue but you are welcome to attend at any or all venues or switch between venues from week to week More Information Mailing List Click here to join our mailing list FAQ Click here for Frequently Asked Questions Website I look forward to seeing you at one or other of the venues Pat ceili ie|2015-03-19|['Dancing']
246|26296754|Dublin Self-Publishing & Storytelling Meetup|247|open|This is a group for all the writers authors illustrators artist filmmakers etc etc interested in self publishing their book or publishing through any other medium We do not have a rigid idea about what Self Publishing is and we are open to any form of Storytelling through different channels In our vision also filmmaking comics audiobooks podcasting it can and it should be considered self publishing Special attention to POD and on any original creative publishing solution We welcome anybody who wants to share his experience in self publishing or that wants to do his first steps in self publishing The group can facilitate the collaboration and creation of new editions New book projects can be pitched to the group to get some feedback and stimulate new ideas The group is open to your suggestions and initiatives too Join us to discover the advantages and the several possibilities of self publishing|2017-10-17|['Writing']
247|28280649|Dublin Jordan Peterson Meetup|184|open|A meetup for fans of Jordan B Peterson to talk Pinocchio the Bible sorting yourself out and whatever else we like Links for Jordan Peterson s web pages are below Patreon page Youtube|2018-04-25|['Education & Learning']
248|27419362|Uncensored Speakers Toastmasters Club|147|open|We are a fun rebellious creative public speaking club where you will learn to be a better speaker leader Our club is chartered by Toastmasters International and is designed to prepare you for work presentations wedding speeches stand up comedy college debates and the list goes on Uncensored Speakers Club was founded to provide a forum for speakers to discuss all subjects including topics often beyond the remit of other speaking clubs from Trump to God Speeches may be varied but also respectful of other opinions and do not break the law Never a dull moment guaranteed We meet on the 2nd and 4th Friday of each month We are the only Toastmaster Club in Dublin that meets on a Friday night This means we inevitably have some post meeting drinks in the buzzing surrounds of the Library Bar in the Central Hotel So begin your weekends with a bang Uncensored Note for Beginners As our Guest this evening you are under no obligation to speak unless you volunteer to do so So we invite you to sit back relax and be entertained by our prepared speeches impromptu speaking and other contributions Feel free to approach any member to ask questions you may have about our meetings or Toastmasters in general We look forward to seeing you again Warmest Regards br Uncensored Speaker s Committee|2018-02-08|['Career & Business']
249|19086459|Dublin Holistic  Body and Soul  Meetup|1568|open|This group is for everyone interested in spirituality interesting talks dance events self development classes but also great dinner outs I have started this group because I want to create an authentic connection with people So my purpose of the meet up is as the name says something for the Body and Soul with a lot of fun I am very looking forward to have an amazing time with eveybody|2015-11-03|['Health & Wellbeing', 'Support']
250|488461|The Dublin Hillwalking Group|2448|open|Meet others interested in walking hiking and meeting new people IMPORTANT This is an informal group no one is in charge You are responsible for your own personal safety|2007-04-29|['Cars & Motorcycles', 'Outdoors & Adventure']
251|10004932|Ladies Craft Beer Society of Ireland|1216|open|The Ladies Craft Beer Society of Ireland is dedicated to fostering a community of women who appreciate craft beer highlighting the role of women within the industry and hosting educational events to disseminate knowledge about beer and brewing Who We Are Welcome to the Ladies Craft Beer Society of Ireland We are women who love craft beer The central tenant of this group is to create a safe welcoming environment for women who appreciate craft beer to come together to share tasting notes brewing tips favorite beers swap recipes and much more We host a variety of events including monthly catch up pints out tasting sessions brewery tours festival outings and beer dinners We also hold a variety of educational events about home brewing and beer styles to assist and promote women who want to further their knowledge of the topic From the experienced beer sommelier to the novice pint drinker our events are suitable for people of all levels of knowledge and interest We hope to see you at an event soon Follow us on Twitter DubBeerLadies And like us on Facebook We welcome all potential members to the Ladies Craft Beer Society of Ireland However to protect the integrity of the group we wish to make the following statement Any attempts of infiltration marketing direct marketing or data mining of our members will be dealt with swiftly and decisively It is critical to uphold the unbiased nature of the society and we endeavor to maintain utmost transparency The previous will compromise our core values and as such violates the relationship we have with both our members and the organizations that we work with Thank you for your understanding We must insist that everyone attending all events of the LCBSI is of legal drinking age and can provide ID where required|2013-08-28|['Food & Drink']
252|1577440|POSITIVE LIVING NETWORK DUBLIN|4735|open|This growing community is organised in Dublin by Life Coach Jennie Cruise with the support of PLN Director Jenny Grainger We also have monthly meetups in Newry Belfast and Galway Come and like our Facebook page for loads of free inspiration and resources Here s what one of our regulars in Dublin Helen said about us You can watch more videos here Full info about Newry here Full information about Dublin here Full information about Galway here Full info about Belfast here The intention behind this open group is to bring together people from all different backgrounds who wish to live more positive and conscious lives We aim to create a positive antidote to the doom and gloom that seems to surround us in society at the moment and to provide a place where you can come once a month to hear some inspirational speakers soak up some positive energy and meet uplifting people Why not join us on Facebook for more inspiration and special offers too wow really great experience Gained some good insights Really happy fun vibe coming from the organizers Will definitely get to more meetings Siobhan Regular monthly meet ups take place in the Grand Canal Hotel Dublin The meetings are open to anyone who is interested in living a more positive conscious and inspired life and connecting with new like minded friends Admission is only 15 except for when we have a Special Event on No booking required except for Special Events although you can prebook a place at the front by pre paying via this site Otherwise simply turn up and pay on the door just wanted to say this was an excellent meetup The positive living network was really enjoyable Thanks for making it so much fun Also the people that came along all so nice and really happy to be there This was my first meetup with this great group and won t be my last See you all at the next Meetup I look forward to it Karen Very stimulating and interesting Eamonn O Reilly Our various guest speakers are chosen for their enthusiasm and passion in their particular field of expertise and we try to pick speakers on subjects which have broad appeal to our members|2010-01-05|['Health & Wellbeing', 'Support']
253|29578185|Concept Art Dublin|131|open|Let s elevate our art to the next level together Calling everyone interested in Concept art and Illustration We will meet to have creative sessions workshops presentations portfolio reviews fun events and much much more Everyone is welcome no matter your skill or level If you have a genuine interest in getting better and help others get better come join us|2018-08-20|['Arts & Culture']
254|25212033|Classic board games Club Dublin|505|open|Anyone interested in playing classic board games such as monopoly cluedo scrabble trivial pursuit jenga game of life etc We will meet at 6h30 pm on Thursdays in the Alfie Byne pub in Dublin 2 They have some board games and I think they have a monopoly I will bring mine which is a special world edition Monopoly with a different rule to the original one basically it is also faster and an average game lasts 40 minute 1 hour I will also bring the game of life I do not have the list of all the board games that the pub has but I know they have a few You are free to bring your board games however please note I am setting up this club for people that are interested in playing the classic board games not the new board games that have complicated rules I am not saying it is bad but I am looking to bring together people willing to play classic board games as there are already other clubs for that type of board games The address of the place is alfie byrne Earlsfort Terrace Dublin 2|2017-07-29|['Games', 'Sci-Fi & Fantasy']
255|29541968|Culture Hub - language, music, arts, friends|108|open|Bored on a Sunday Want to relax before the week starts I am holding a meetup every Sunday for people from all backgrounds to come and join for good music jamming sessions language exchanges creating new friends in Dublin Food and drinks served|2018-08-16|['Music']
256|17971462|Dub Social|363|open|Meet people with similar interests people new and not so new living in Dublin We plan to organise events which will give people the opportunity to share and discuss common interests We will be running regular meetups in coffee shops bars as well as organising more active events We also want to help people new in Dublin If you need help finding a place to stay or finding a job We plan to post jobs accommodation available on our facebook page Always open to suggestions for new events or how to improve the group|2014-10-30|['Socializing']
257|1634568|Soul Support via Tarot & Astrology|1193|open|SOUL SUPPORT via TAROT ASTROLOGY HOLD TRUE TO YOUR SOUL This meetup is about enabling us to create a truly magical life for ourselves We can achieve this through a better understanding of our souls with the support of tools like Tarot astrology dream interpretation and other positive spiritual methods Within these mystical traditions there is a wealth of knowledge concerning life and the human condition that s open to anyone who cares to take an honest look By learning and practicing these spiritual arts via fun interactive exercises our intuitive abilities are greatly increased offering practical insights self realized solutions to our problems and inspiration and encouragement for our wonderful human journey Your Organizer Coming from a highly spiritual family background Danielle had great training in the intuitive mystical arts since early childhood Her deep empathy with human beings as unique and equal helps her tune in to each person as an essential part of the Greater Whole Known for her passionate and compassionate approach to her life s work Danielle has featured on RTE television and in several national publications including Women s Way IMAGE magazine the Sunday Independent and Network Magazine See www cdvierling com for full details on her services|2010-04-22|['New Age & Spirituality', 'Paranormal', 'Religion & Beliefs']
258|28509922|Working Moms-to-Be|25|approval|For all international moms to be out there who work a full time job but are still keen to do some fun things in the evenings or weekends with or without hubbies partners before our little one s join us|2018-05-16|['Parents & Family']
259|25985349|Dublin Boozy Bookworms|427|open|This book club is for anyone who enjoys reading and wants to chat about books over a tipple or two non drinkers also welcome|2017-09-19|['Book Clubs']
260|1821920|Tennis Dublin|1985|approval|Calling all Tennis Fans in Dublin If you are like me and LOVE Tennis you may find it hard to find players like yourself Here we endeavor to make it easier to do all the things associated with tennis Experienced players please join and lead We need event hosts and or coaches Being a member of Tennis Dublin you will be informed of Tennis meetups happening around Dublin join in and learn the game find partners to play with coach Tennis to others if you are an experienced player competition standard instruction and Go to tennis events in Ireland and Abroad Get started now the home page show all the currently planed events that you may be able to join Selecting the Suggest tab will list all the suggested tennis events that need a partner additional players You can also suggest your own tennis event Links be low provide a basic guide for Link Arranging a game of tennis Link Arranging Coaching TBU Link Attending a beginners class TBU Link Find a tennis partner Link Tennis Dublin Discussion Forum Link Where we are going as a group Please note all events except those listed as family events are for adults i e persons over 18 Regular events currently available to members Weekly 1 Meet and play Saturday Sunday and Wednesday self organise locations Herbert Park 2 Tennis for Beginners organisor leads locations Herbert Park DCU and West Wood Leopardstown 3 Cardio Drills Intermediate Improvers organisor leads locations Herbert Park DCU and West Wood Leopardstown 4 Tennis intermediate and competition level organisor leads locations Herbert Park DCU and West Wood Leopardstown 6 Family Tennis for Beginners locations HP WIP Monthly 1 Friendly match against a nominated club 2 Friendly and social with Mount Pleasant LTC 3 Friendly and social with Lansdowne LTC 4 Monthly social for Tennis Dublin members to socialise A standard week looks like the below Monday Meet and Play any time Tuesday Meet and Play any time Wednesday at DCU Meet and Play any time Dublin Tennis Boot Drills and skills 7 9pm Thursday Meet and Play any time Friday Meet and Play any time Saturday at Westwood Leopardstown Tennis for beginners 10 11am Improvers Intermediate Drills Skills 11 12pm Intermediate Drills Skills 12pm 1pm Sunday at Herbert Park Tennis for beginners 9 10am Improvers Intermediate Drills Skills 10 11pm Intermediate Drills Skills 11pm 11 45pm If you have any questions about the above group sessions or would like personal coaching please call me on 0873200205 or send me a message Kind Regards John|2011-04-28|['Fitness', 'Sports & Recreation']
261|17917932|IGA|1096|open|The Irish Games Association are a group of volunteers whose aim is to promote gaming in Ireland We run regular games nights in Dublin and Cork an ongoing LRP event Academy of Eblana and Ireland s largest games convention Gaelcon|2014-10-28|['Games', 'Sci-Fi & Fantasy']
